Tavg,Tmed,Tmax,Tmin,Load
80,81,85,76,1434912
83,84,87,79,1655813
85,86,88,79,1855123
85,87,90,75,2008067
85,87,91,74,2082585
86,87,91,73,2086807
84,87,91,73,2095079
83,85,94,73,2097812
83,84,91,73,2091316
81,81,90,73,2040682
79,80,87,73,1950439
77,78,84,74,1918686
76,77,81,74,1781245
75,75,79,74,1549434
75,75,79,73,1329492
74,75,78,72,1155439
74,74,77,72,1045659
74,74,77,72,982363
73,74,76,71,949511
73,74,77,71,948417
73,73,77,71,1022928
72,73,77,70,1190520
73,73,79,70,1214361
76,77,81,70,1263494
80,81,85,75,1408485
83,84,86,75,1602940
85,86,88,80,1773691
85,86,89,77,1896416
85,87,90,75,1978639
85,86,91,76,2012057
84,86,91,73,2045928
83,84,90,73,2120871
82,83,89,73,2151484
80,82,88,73,2108355
79,79,86,74,2003111
77,77,83,74,1959117
77,77,81,73,1796570
76,77,79,73,1548371
75,76,79,72,1322913
75,76,78,72,1162780
74,75,78,71,1062227
74,75,78,71,997631
74,75,78,71,965639
74,75,80,70,962927
73,74,78,70,1035485
73,73,79,70,1210886
74,74,79,71,1234250
76,77,82,72,1255684
80,81,85,75,1390437
83,84,88,79,1571976
84,85,90,81,1744354
85,86,91,77,1900900
85,86,91,79,2030884
86,87,95,81,2101788
85,86,97,76,2163382
84,86,93,74,2214609
84,82,93,74,2230724
82,82,89,75,2176977
80,81,86,73,2067525
78,79,84,73,2017080
77,78,82,73,1846583
77,77,81,73,1595237
76,77,81,73,1368772
76,76,81,72,1198361
75,76,79,72,1092607
75,75,79,73,1027916
75,75,79,73,1004823
74,75,79,72,1004131
74,75,79,72,1078692
74,75,79,70,1254311
75,76,79,72,1268495
77,78,84,73,1284595
81,81,86,77,1408514
83,84,88,80,1583760
84,84,90,81,1770236
84,86,91,76,1938111
85,86,91,75,2076046
85,85,93,78,2161553
86,86,97,79,2211030
86,86,95,81,2228880
84,84,93,75,2222308
82,83,90,74,2126147
80,81,88,73,2015685
79,80,84,74,1977980
78,78,84,75,1827167
77,78,82,75,1590411
76,77,81,73,1366731
76,76,81,72,1200868
75,75,80,72,1099643
75,75,80,73,1037891
74,75,78,72,998354
74,75,78,71,982285
74,74,79,71,1062463
74,74,81,71,1237107
75,75,81,73,1258315
78,79,84,74,1298913
81,82,86,78,1439848
83,85,87,81,1618940
85,86,90,83,1806661
87,88,91,84,1975364
88,88,94,86,2114976
88,89,97,83,2189366
87,88,95,80,2209692
86,87,97,77,2239118
85,85,95,79,2237874
84,84,91,79,2167992
82,82,88,77,2070580
81,81,86,75,2043426
79,80,84,75,1899113
79,79,84,75,1664125
78,79,81,75,1429075
77,78,81,73,1251857
77,77,81,73,1142840
76,76,81,72,1073508
75,76,80,72,1032004
75,75,79,72,1021732
74,75,79,71,1091058
74,74,79,72,1260156
75,75,81,73,1290558
79,80,84,73,1339704
83,83,86,77,1492284
85,86,90,79,1675601
87,87,92,82,1876856
88,88,94,84,2063162
88,88,97,84,2197805
88,90,97,81,2274448
87,87,97,79,2230105
86,87,97,75,2217615
85,86,97,78,2221770
82,83,92,75,2139540
80,80,88,74,2008950
79,79,86,74,1949828
78,78,84,74,1797321
76,76,82,73,1618194
76,76,81,72,1431920
75,76,81,72,1262280
75,76,79,71,1141353
74,75,79,71,1064515
74,75,79,70,1013829
73,74,77,69,986522
73,74,79,69,991881
73,73,79,70,1037411
74,74,81,70,1099019
77,78,82,72,1265725
82,82,86,76,1482831
85,85,90,79,1714783
86,86,95,82,1930572
88,89,95,82,2069453
89,90,97,83,2162362
89,90,97,84,2238457
88,89,97,76,2292697
88,89,97,78,2318939
87,87,97,80,2315354
85,85,90,77,2240811
82,82,88,75,2090713
79,80,84,73,2010956
78,79,84,74,1843473
78,78,83,73,1655939
77,77,81,73,1466707
76,77,81,73,1294874
76,76,80,71,1178898
75,76,80,71,1097665
75,75,80,71,1042246
75,75,80,72,1013529
74,75,81,71,1003691
74,74,79,70,1034276
75,75,81,72,1100922
79,80,84,73,1306545
82,83,86,77,1542886
85,86,88,80,1775928
87,88,91,79,2002764
88,89,93,82,2178837
88,89,92,81,2304280
88,90,94,81,2323704
88,89,92,78,2356344
87,89,92,79,2382823
86,87,90,78,2373471
84,86,90,75,2344102
81,82,87,73,2222698
80,80,84,74,2147835
79,80,84,74,1950894
78,78,84,74,1696761
77,77,83,74,1449820
76,77,82,73,1266705
76,77,82,73,1157066
75,76,82,71,1089218
75,75,82,72,1049058
75,76,81,71,1043776
75,75,80,71,1113439
75,75,80,71,1273446
75,76,81,72,1300292
78,79,83,73,1348080
81,82,87,74,1488758
84,85,88,74,1677908
86,87,89,77,1853941
86,88,90,78,1982334
87,89,92,77,2062069
87,89,93,80,2097102
87,89,92,77,2146053
86,88,91,75,2213035
86,87,92,78,2262486
85,85,90,80,2247264
82,83,88,78,2146778
81,81,86,78,2104147
79,80,84,75,1918007
78,78,82,74,1667778
77,77,81,73,1427336
76,77,81,73,1247877
76,77,81,73,1141284
76,76,79,73,1075535
75,76,79,73,1035837
75,76,80,72,1028935
75,75,81,72,1097990
74,75,82,70,1264424
75,75,84,72,1285082
80,80,88,74,1328528
83,84,90,78,1494732
86,86,90,81,1714411
87,88,90,81,1932820
88,90,91,82,2115233
89,90,93,79,2219393
88,90,93,79,2229496
87,89,95,75,2245913
86,86,97,75,2259390
85,87,92,76,2266637
84,86,90,76,2273886
80,81,88,75,2166473
78,79,86,73,2110002
77,78,86,72,1918647
77,77,86,69,1669228
76,77,82,73,1439057
76,76,82,73,1265441
75,76,82,73,1151191
75,75,80,73,1079644
74,75,80,72,1033238
74,75,80,72,1023894
74,74,81,72,1091066
73,74,81,70,1254558
75,75,84,71,1272046
79,79,86,75,1315072
83,83,86,78,1455943
85,86,88,81,1664996
87,87,90,83,1892699
88,88,93,84,2091843
88,89,93,77,2218825
88,90,95,71,2246128
85,88,93,72,2257562
83,85,92,72,2267741
82,82,88,73,2175868
81,82,87,73,2067331
79,79,86,73,1983143
78,79,84,72,1959878
78,78,83,73,1813981
77,77,82,72,1596632
76,76,82,71,1369681
76,76,81,71,1198647
76,76,82,71,1090256
75,76,81,71,1020754
75,76,80,70,988555
75,76,80,70,984362
74,75,80,69,1062822
74,75,80,69,1249797
76,76,82,70,1286194
79,79,84,74,1334705
82,83,86,77,1496383
85,86,88,80,1684522
86,87,90,82,1871887
88,89,91,83,2036070
88,90,92,85,2176647
89,90,93,85,2192924
88,88,93,83,2213121
87,88,92,82,2225661
87,87,91,82,2213918
85,85,90,80,2225451
82,83,88,79,2145090
81,81,86,76,2102704
80,80,85,77,1933340
79,79,84,76,1707482
78,78,84,75,1485601
78,78,83,74,1296087
77,78,83,74,1172065
77,77,83,74,1102287
77,76,82,73,1063542
76,76,82,73,1058278
76,76,82,74,1108929
76,76,81,73,1235644
77,77,83,75,1289273
80,80,85,75,1399740
82,83,86,78,1580332
84,85,88,79,1758952
85,87,90,75,1926139
87,89,92,75,2050587
88,89,92,79,2152943
88,89,93,82,2211777
89,89,95,84,2262353
88,88,93,84,2294337
87,87,92,82,2299787
85,86,90,82,2244099
83,84,87,77,2107624
81,81,85,79,2046116
80,81,84,76,1886080
79,80,83,76,1686221
79,79,83,75,1492195
78,79,83,74,1324943
78,79,83,73,1222108
78,78,83,73,1154302
77,78,83,72,1113168
77,77,83,72,1093543
76,77,83,71,1096689
77,78,83,71,1139901
77,79,83,72,1212371
79,80,84,72,1381249
81,82,86,74,1615843
83,85,88,75,1844148
84,86,90,74,2021424
86,88,92,75,2129984
87,87,92,81,2209343
87,87,93,79,2238139
86,88,95,73,2252499
85,86,97,74,2217137
83,84,93,74,2128507
82,83,90,72,2002862
81,82,88,73,1898016
80,82,86,73,1854795
80,81,84,76,1748246
80,81,84,77,1605728
80,80,83,77,1461039
79,79,82,76,1325402
78,79,82,75,1216951
77,77,82,73,1115834
77,77,83,73,1053234
76,76,83,73,1034888
76,76,84,72,1019182
76,76,83,72,1005350
76,76,83,71,1042457
76,76,84,71,1155285
77,77,84,73,1249400
78,79,85,73,1288865
79,77,87,72,1263034
79,77,88,73,1132996
80,78,91,73,1049078
79,78,91,73,951131
79,78,90,73,906847
78,78,91,72,889270
77,77,88,71,853735
77,77,87,72,801794
77,77,86,73,764244
77,77,84,74,762563
77,77,82,75,727318
78,78,82,75,671415
78,78,82,75,618271
78,78,81,75,560384
78,78,83,75,523221
78,78,83,75,502469
78,78,83,75,500043
78,78,83,75,507690
77,77,83,74,516157
77,77,83,74,540000
78,77,84,74,578586
78,77,84,75,642169
78,77,86,75,728632
78,78,88,74,829679
78,77,88,71,860881
79,79,93,73,877486
79,78,91,73,884303
79,79,89,73,867943
79,79,87,70,877119
79,79,86,71,926718
78,79,86,73,983719
78,79,84,74,1026559
78,79,84,74,1077345
78,80,83,75,1090990
79,79,83,75,1000785
78,79,83,74,920599
78,79,83,74,854989
78,79,83,74,777343
77,78,83,73,741821
77,78,82,73,719249
77,79,81,73,711211
78,79,82,73,714689
78,79,82,73,751172
78,79,82,73,816304
78,79,86,73,870534
78,80,86,73,952419
80,81,88,73,1071009
81,81,90,75,1190250
82,84,91,75,1284312
84,85,91,77,1372321
84,85,90,78,1381667
84,84,92,79,1414642
84,85,93,80,1463052
84,85,93,81,1539456
84,84,94,81,1598290
83,83,93,77,1616114
81,82,91,75,1603256
80,81,87,76,1630292
79,79,85,75,1514649
79,79,84,75,1346220
78,79,83,74,1180951
78,79,83,74,1054076
78,79,83,74,982774
78,78,82,74,939849
77,78,82,73,915167
77,78,82,72,911041
77,78,82,72,950238
76,77,82,72,1046569
77,77,84,72,1085661
79,79,86,75,1157009
81,82,88,78,1295295
84,84,90,81,1447449
86,86,91,81,1604150
86,88,93,80,1729696
86,88,92,79,1835129
85,86,90,72,1885780
85,87,90,77,1916435
85,85,91,80,1957506
84,84,91,80,2001561
83,82,90,78,1994440
81,81,88,78,1920093
80,80,84,77,1915270
79,79,84,75,1764393
78,78,82,76,1544150
77,78,81,74,1324725
76,77,80,73,1161382
76,77,79,73,1052786
75,77,78,71,994699
75,76,78,70,961035
75,76,78,70,959427
75,75,81,70,1020827
74,75,79,69,1155301
75,76,82,69,1173784
77,77,86,72,1215326
80,81,88,77,1317688
82,83,86,79,1451382
84,85,88,80,1608529
86,86,90,81,1758842
86,86,90,80,1892666
85,86,91,77,1986994
84,86,92,75,2025300
83,85,91,75,2036646
81,81,90,72,1996632
79,78,88,72,1882080
78,78,86,72,1823030
77,77,84,72,1802321
76,76,82,72,1670979
76,76,82,73,1479563
76,75,81,73,1284848
75,75,80,73,1128995
75,75,79,73,1036564
75,75,77,73,974698
74,75,77,72,945258
74,75,79,72,942033
74,74,82,73,1005122
74,75,82,72,1158574
75,75,82,73,1212613
77,77,86,74,1258725
80,81,86,75,1374320
82,82,88,77,1520126
83,84,87,78,1662652
84,86,89,78,1793692
85,86,90,77,1914126
85,86,91,75,1994107
85,86,90,74,2049967
84,86,90,73,2067263
83,84,90,73,2059238
81,83,89,73,2008454
80,81,87,72,1925167
79,81,85,73,1885462
78,80,84,72,1748130
77,79,84,72,1590378
77,78,82,72,1419228
77,78,81,72,1266527
76,77,81,72,1150708
76,77,81,72,1079621
76,76,81,72,1036655
75,76,81,72,1013136
75,76,82,72,1023962
75,76,82,72,1069032
76,76,82,72,1135993
78,79,86,73,1300113
80,81,86,75,1504703
82,82,86,75,1697920
84,84,88,76,1870454
85,86,89,78,2009687
85,85,90,79,2100702
85,87,91,77,2142545
84,86,91,77,2146453
84,85,91,77,2129696
83,83,89,79,2087415
81,82,88,75,1985646
79,80,86,75,1884510
79,79,83,75,1849071
78,78,81,75,1708081
77,78,82,73,1540354
77,77,81,73,1373872
76,77,81,73,1221385
76,76,79,73,1111561
75,76,79,73,1039718
75,75,81,73,996252
75,75,79,73,969775
75,75,82,73,976351
75,75,82,73,1015010
75,75,82,73,1087808
78,77,84,74,1261164
80,81,86,75,1463544
82,82,86,78,1654796
84,85,90,79,1827054
85,86,90,81,1980724
86,86,90,75,2062281
84,85,90,76,2074380
83,84,92,75,2050002
81,81,91,74,1998417
80,81,89,72,1905797
79,79,88,72,1815378
77,78,86,72,1749110
77,77,84,72,1715747
76,76,86,72,1576185
76,76,86,72,1403407
76,75,81,73,1236882
76,75,81,73,1099362
75,76,81,72,1020829
75,76,80,72,975110
75,76,80,72,949834
75,76,82,72,947713
75,75,84,73,1019880
75,75,84,72,1173713
76,76,84,73,1224268
78,79,86,73,1280886
80,82,88,73,1420793
82,83,88,75,1574285
83,85,88,76,1718997
84,86,88,77,1840744
84,86,89,78,1906287
83,85,89,75,1903783
81,81,89,73,1838683
80,82,89,72,1802923
80,80,88,69,1817671
79,79,87,70,1799261
78,77,85,72,1765400
77,77,84,71,1760632
77,78,82,71,1623394
77,78,84,70,1445100
77,78,82,71,1271696
77,78,82,71,1133414
77,78,82,72,1063400
76,78,81,72,1021512
77,78,81,72,1002965
77,78,82,72,1011753
77,77,84,72,1094966
76,77,84,72,1269396
77,77,84,72,1319292
77,78,84,72,1314609
79,80,86,73,1363775
80,81,86,73,1432873
81,82,86,79,1500645
82,83,88,79,1581303
83,84,86,78,1657047
83,84,86,79,1710181
83,84,86,79,1741952
82,83,87,73,1762222
81,82,87,73,1780345
80,81,86,73,1780678
79,80,85,73,1785773
79,80,84,74,1798149
79,80,84,74,1683627
79,79,84,74,1513123
79,80,82,74,1348014
78,79,82,73,1217638
78,79,81,75,1147005
79,79,81,75,1103695
79,79,81,75,1084054
79,79,82,75,1089437
79,79,84,75,1177513
79,79,84,77,1350896
79,80,84,77,1397860
80,80,86,77,1394051
82,81,90,79,1461691
83,83,90,80,1561793
84,85,90,79,1678537
85,86,90,79,1782846
86,87,90,79,1861918
86,86,90,79,1902192
85,86,89,79,1954196
85,86,89,80,2000558
84,84,88,79,2021765
83,83,87,76,2013781
82,82,86,79,2002901
81,82,86,77,1993409
81,82,84,79,1855554
81,81,84,79,1667471
81,81,82,80,1486770
80,81,82,79,1356211
80,81,82,78,1271137
80,81,82,78,1219437
80,80,82,77,1185649
79,80,82,76,1180510
79,80,84,76,1243210
79,80,84,76,1391177
79,80,84,75,1433439
80,81,86,75,1451579
81,82,88,77,1533101
83,83,88,78,1636993
84,85,90,79,1761783
86,87,91,79,1889024
86,87,92,79,1981257
87,88,93,79,2061168
87,87,92,81,2114778
86,86,91,81,2162011
85,86,90,81,2189823
83,84,86,79,2142199
81,82,86,78,2070382
81,81,84,79,2037315
80,81,84,77,1878142
80,80,84,78,1669559
79,79,82,77,1461700
79,79,82,77,1303737
78,79,82,77,1210579
78,79,82,77,1148107
78,78,82,76,1118672
78,78,81,75,1119609
78,78,82,75,1192493
77,78,82,73,1360131
78,78,84,73,1394976
80,80,86,74,1421938
82,82,88,77,1555004
84,85,90,79,1721179
86,86,91,82,1891210
88,88,93,83,2036356
88,89,93,85,2155876
88,89,92,86,2241639
89,90,92,85,2217907
88,89,92,85,2228109
87,88,92,84,2279731
85,85,91,80,2208644
82,83,89,78,2064061
81,82,86,77,1992211
80,81,86,75,1815314
78,79,86,75,1639843
78,79,82,73,1450873
77,78,81,70,1280563
76,77,80,70,1155622
75,75,79,70,1074283
74,75,79,69,1014408
74,75,80,68,982676
73,73,82,68,977234
72,73,82,66,1015628
73,73,82,67,1075423
76,76,84,72,1232436
80,80,84,75,1449839
82,83,87,79,1646170
84,84,88,81,1832289
86,87,89,82,2017609
87,88,90,82,2158483
88,89,90,84,2248206
88,89,91,84,2282896
88,89,90,84,2293476
86,87,89,82,2257147
83,84,87,78,2128732
79,80,85,72,1948894
76,77,83,70,1841577
75,77,82,67,1641839
75,76,84,66,1458572
73,76,80,65,1277516
73,75,80,65,1119131
72,74,79,64,997602
72,74,79,64,916966
71,73,79,64,877621
71,72,77,63,854751
71,72,79,64,852717
71,72,81,64,884216
71,73,81,64,949478
75,76,82,68,1123204
78,79,84,71,1335771
81,81,86,75,1513532
82,82,86,78,1673946
83,84,90,79,1837081
84,84,91,79,1963368
84,84,91,77,2041967
84,84,91,74,2069440
83,83,90,73,2069894
81,81,89,72,2021208
79,78,86,72,1915185
77,77,84,72,1817583
76,75,82,72,1775772
75,75,81,71,1593938
74,74,80,71,1377895
73,74,79,70,1182246
73,73,79,69,1036060
72,72,80,68,946911
71,71,80,67,890859
71,71,80,64,861959
71,71,81,64,857187
71,72,81,63,939549
70,71,82,61,1102265
70,72,81,63,1131661
71,73,78,63,1122590
73,75,79,63,1174721
74,75,81,66,1251914
75,76,82,69,1331255
76,77,82,68,1398445
76,77,83,67,1429321
77,77,87,68,1395125
76,75,86,68,1378783
76,74,86,68,1404701
75,75,82,70,1445132
74,74,82,70,1468818
74,73,82,70,1507424
73,73,81,69,1537099
73,73,79,69,1425682
73,74,80,68,1266643
73,73,79,67,1111804
72,74,79,66,982738
72,74,79,64,911889
72,73,79,64,868650
72,73,79,63,849858
72,73,80,63,859552
71,73,81,63,943643
71,73,81,61,1122165
71,73,81,63,1158394
72,74,82,64,1136813
74,75,82,64,1184843
76,77,82,69,1279466
77,77,83,69,1374396
79,80,85,75,1442986
80,81,86,75,1479228
80,80,87,75,1501427
80,80,87,74,1539525
79,79,88,75,1595411
78,79,88,74,1632202
77,77,87,72,1631484
76,76,85,72,1634364
75,76,82,70,1647209
75,75,81,69,1520734
75,75,82,69,1337133
74,75,80,69,1163163
74,75,79,68,1022875
74,75,79,68,941513
74,75,79,68,895737
73,75,79,66,868826
72,74,80,66,872586
72,73,82,64,951177
72,72,81,61,1118431
72,72,82,63,1148416
76,76,84,70,1161855
78,79,86,73,1271315
81,82,86,76,1421681
82,84,86,78,1563610
83,84,88,80,1682477
83,84,87,81,1785306
84,84,87,82,1863598
84,84,87,81,1931491
83,84,88,80,1984981
82,83,88,79,1999988
80,81,87,76,1930966
78,78,85,75,1851931
76,77,83,73,1809612
76,76,82,73,1647814
75,75,81,72,1427010
74,73,81,70,1217127
73,73,81,68,1050130
73,73,81,66,953805
72,72,81,65,891786
72,72,81,64,864312
71,72,81,64,866621
71,71,81,64,947572
71,71,81,64,1123026
71,71,81,64,1156032
74,74,82,68,1159590
78,79,84,73,1262234
81,82,84,76,1416956
82,83,85,80,1573399
84,84,87,81,1721440
85,85,88,81,1852923
85,86,90,81,1958082
86,87,90,81,2045642
85,86,89,82,2109519
84,84,88,80,2109530
81,81,86,78,2023737
78,79,84,72,1927460
76,76,82,69,1859715
75,75,81,67,1667039
74,74,81,66,1444193
73,73,79,66,1228500
72,73,79,67,1054683
71,72,78,63,951706
70,71,78,62,886394
70,70,78,60,847572
69,70,78,61,842514
69,69,81,61,916352
68,68,79,59,1086690
69,70,81,60,1117675
73,73,82,68,1117272
77,78,84,73,1200895
81,81,88,78,1334551
82,83,88,79,1480576
83,84,88,80,1624334
84,84,88,78,1745288
84,85,89,78,1840457
84,85,89,79,1907338
83,84,89,77,1939726
82,82,87,75,1911427
80,80,86,75,1828914
77,78,83,74,1749327
76,77,80,73,1706216
75,76,79,73,1565222
75,74,79,72,1410428
74,74,79,72,1258925
74,74,79,71,1102783
73,73,79,70,1003051
73,73,79,69,937254
73,72,79,68,905947
73,72,79,66,897445
73,72,79,66,921698
72,72,81,66,985513
73,72,80,69,1070876
75,75,82,71,1218308
78,78,85,73,1385842
80,81,83,75,1518669
81,82,85,77,1641615
82,83,86,77,1744511
82,83,86,76,1810573
83,83,91,79,1868000
81,81,86,77,1903632
80,81,86,75,1860870
79,79,86,75,1809242
78,77,85,73,1745171
77,77,84,73,1719188
76,77,82,73,1703583
76,77,81,73,1587423
76,76,82,73,1447066
76,77,82,73,1300914
76,76,82,72,1157541
76,76,81,68,1058724
75,75,80,67,1006446
75,76,79,67,983766
75,76,80,66,974688
75,76,81,65,988421
75,76,81,65,1023465
75,75,81,64,1084180
75,75,82,64,1191722
76,77,82,68,1281309
76,77,81,71,1295628
78,78,82,73,1252543
78,79,83,73,1169903
79,79,87,73,1095291
79,79,88,73,1023783
78,79,86,73,980452
78,79,85,73,905758
78,79,85,73,876531
78,79,87,74,860209
77,78,83,73,878925
77,77,81,73,847196
76,76,80,72,784232
76,76,81,71,705808
75,75,80,70,630285
75,77,80,69,544700
75,76,79,68,514508
75,74,79,70,497768
75,74,79,69,492907
75,75,79,69,493158
75,75,79,71,522464
75,75,79,71,579609
75,77,79,70,627033
76,78,84,70,713525
78,80,90,70,846669
79,81,86,70,954262
81,82,88,71,1056588
82,83,88,71,1161352
83,84,88,72,1236217
83,85,88,73,1314428
83,84,89,72,1380482
83,84,89,73,1439016
83,84,89,75,1481483
81,82,88,75,1485001
80,80,90,75,1529576
78,80,87,74,1548494
77,78,84,73,1410844
77,78,81,73,1240104
76,77,80,72,1080152
75,77,79,72,951070
75,76,79,72,868703
75,75,79,71,819542
74,75,79,70,790347
74,75,78,70,785592
74,75,81,70,838136
74,74,81,68,957640
74,75,81,68,1005576
76,77,82,73,1053465
79,79,84,75,1187090
82,82,86,79,1336102
84,84,88,82,1497938
86,86,90,83,1639620
86,86,90,84,1755759
87,87,91,82,1841240
87,87,90,81,1917155
86,87,91,82,1965783
85,85,90,81,1984590
83,82,89,79,1923841
80,81,86,76,1868409
78,80,84,73,1828511
77,78,82,73,1645726
76,77,82,72,1410906
75,75,80,72,1201665
75,75,79,72,1038333
73,74,78,70,942367
73,73,77,70,888687
72,73,77,69,857387
72,73,77,68,857301
72,72,79,68,929996
72,72,81,68,1085854
72,73,81,66,1127292
73,74,81,68,1132096
76,76,82,70,1222087
80,80,86,75,1374790
82,82,88,79,1544386
84,84,88,82,1711543
85,86,90,78,1847520
85,86,89,79,1947187
85,86,89,79,2026812
85,84,90,80,2092097
84,84,90,80,2106369
82,81,88,79,2038819
79,79,85,75,1967287
78,79,84,73,1896847
76,77,84,71,1704676
75,77,82,70,1468782
74,76,81,70,1243357
73,75,79,68,1070695
73,74,77,68,967448
72,73,77,68,907385
72,73,77,66,871691
71,72,79,66,860471
71,71,81,64,928766
70,70,79,64,1088218
70,70,79,64,1126924
73,73,81,66,1135161
77,78,82,70,1240077
80,81,84,74,1399669
82,82,86,78,1583413
84,84,88,80,1759695
84,85,88,82,1907979
85,86,90,82,2014287
86,86,90,82,2099942
85,86,90,81,2161808
84,85,90,78,2166632
82,82,88,77,2076130
79,79,85,74,2005964
78,79,84,72,1926832
77,78,84,71,1719077
76,75,82,70,1504582
75,75,82,70,1291911
74,76,82,70,1117421
74,75,81,69,1019682
73,74,81,68,963826
73,74,80,68,928082
72,73,80,67,922262
72,73,80,67,995928
72,72,79,66,1166129
72,72,79,66,1208250
75,75,81,65,1200053
78,79,86,69,1306676
81,82,88,74,1487036
83,84,88,77,1682925
85,85,88,80,1878571
86,86,90,82,2020131
86,87,90,83,2113792
86,87,89,82,2172903
85,86,89,81,2110887
84,86,89,77,2116431
82,82,87,75,2009488
80,80,85,75,1927609
78,79,83,73,1830514
77,79,82,72,1676578
76,78,82,71,1517795
76,77,81,72,1346550
75,76,81,71,1191458
74,75,79,70,1088199
73,73,79,69,1011801
73,74,79,68,966219
72,73,78,67,937251
72,73,81,67,943674
72,72,81,66,990213
72,73,81,66,1060786
75,75,84,65,1219969
79,79,86,70,1436286
81,82,84,74,1630182
84,84,87,78,1821156
85,86,88,81,1997153
86,87,90,83,2144181
87,88,90,84,2239851
87,88,91,76,2237372
87,88,91,83,2238920
85,87,91,76,2194658
83,82,89,78,2123467
80,81,85,77,2032329
79,79,83,75,1925798
78,79,82,75,1751268
76,77,82,73,1571832
76,76,81,72,1390958
75,75,80,71,1228609
74,74,79,70,1110882
73,74,79,70,1027616
73,74,79,68,975487
72,73,78,68,944112
72,72,79,68,935966
72,72,81,68,960389
72,73,81,68,1023153
75,76,84,67,1197870
79,79,84,71,1429578
82,83,84,75,1626819
83,84,86,78,1813739
85,85,88,81,2000581
86,87,90,83,2148094
86,86,90,82,2235529
86,87,90,81,2268826
86,86,91,76,2266276
84,85,91,78,2229064
83,82,89,79,2119397
80,80,85,72,2041426
78,78,82,72,1942981
77,78,82,71,1726767
75,75,82,71,1509542
74,75,79,70,1292226
74,75,78,70,1122569
73,73,78,68,1026269
73,73,77,68,967180
72,73,76,69,930800
71,72,76,68,925065
71,72,79,66,994264
71,72,79,66,1162136
71,72,81,67,1198549
74,73,82,66,1216098
77,79,82,70,1340829
81,82,86,74,1509665
83,84,87,78,1696514
84,84,88,80,1874125
85,86,89,81,2001968
86,86,90,82,2083999
85,86,91,82,2074103
85,86,92,80,2123349
84,85,92,75,2121523
81,81,90,74,2047636
79,79,86,70,2016876
77,78,83,66,1937499
76,77,82,65,1734196
74,76,82,64,1504356
73,75,79,63,1279668
73,73,79,62,1112322
72,74,79,62,1013423
72,74,79,61,951893
71,73,77,61,921680
71,73,76,61,919982
70,73,79,60,996130
70,72,79,59,1168869
70,72,79,60,1210814
73,73,81,66,1198224
77,77,82,73,1295316
80,81,84,78,1436167
82,82,86,80,1591883
83,83,87,81,1747653
84,84,89,81,1871352
84,84,89,82,1944677
85,85,89,82,2005171
84,84,90,81,2040893
82,82,90,76,2024876
80,79,88,75,1939612
77,77,85,70,1905823
76,77,82,69,1832070
75,76,82,70,1644575
74,75,82,66,1419294
74,75,80,66,1231396
73,75,79,64,1064176
73,74,79,64,974339
72,74,79,64,923026
72,74,79,64,896046
72,73,79,64,896102
72,73,81,64,976650
71,72,79,63,1152615
71,72,79,63,1197060
73,72,81,64,1178747
76,77,81,73,1261347
79,79,83,76,1397740
81,82,85,74,1540219
83,83,86,78,1669761
83,84,87,80,1769955
84,85,87,80,1843270
83,82,88,80,1891627
83,84,89,80,1934614
81,81,89,78,1934157
79,79,87,73,1861054
77,79,83,73,1842386
76,77,82,72,1774530
75,76,82,72,1607244
75,75,81,70,1394769
74,75,79,69,1200022
73,75,79,69,1045527
73,74,79,68,954171
72,74,79,66,901978
72,73,79,66,870418
72,72,78,66,872721
71,71,81,66,953031
71,71,79,66,1125007
71,71,81,66,1161186
73,72,81,66,1149090
76,76,81,70,1237753
78,79,82,74,1357626
80,81,83,77,1466720
81,81,84,78,1567915
82,82,85,78,1645842
82,82,86,76,1707424
81,81,87,75,1762345
80,81,88,76,1785583
79,79,88,74,1762176
77,77,86,72,1679914
75,75,83,71,1682038
74,73,81,70,1622902
72,73,80,69,1468248
71,72,79,66,1280427
70,71,79,64,1087836
70,70,78,64,937918
69,69,77,63,853615
69,69,76,63,804666
68,68,76,62,779413
67,67,76,61,780611
67,67,76,60,855363
67,67,79,59,1012345
67,66,81,59,1052718
70,70,82,63,1061346
73,73,84,64,1145021
77,77,84,72,1255694
79,79,84,74,1384953
80,81,86,75,1508015
81,81,87,75,1622280
81,81,86,74,1710646
81,82,87,72,1765627
80,80,88,66,1783692
79,79,88,71,1753740
77,76,86,71,1669695
76,75,81,72,1645843
74,75,81,71,1581343
74,74,81,71,1445250
73,73,81,70,1310238
73,73,79,69,1177418
72,73,78,68,1026411
71,71,78,68,926555
71,70,77,67,863226
70,70,77,66,824273
70,69,77,66,808502
70,70,79,66,825245
70,69,81,66,884416
70,69,82,66,965425
72,72,82,65,1101111
75,76,84,69,1259687
78,80,86,71,1418579
80,81,86,73,1556794
81,82,86,74,1680645
82,83,87,76,1776091
82,83,87,77,1847236
82,82,88,75,1876365
82,82,89,77,1859454
80,81,89,73,1798536
78,77,87,72,1720923
76,75,83,71,1697848
75,75,81,71,1610679
75,75,81,71,1474902
74,74,81,71,1334717
73,73,80,70,1189541
73,73,80,70,1054123
72,72,79,70,964105
73,72,79,70,910902
72,72,78,70,876467
72,72,78,70,863720
72,72,81,69,872991
72,71,81,69,912666
72,72,81,68,985528
74,73,82,68,1142681
76,78,84,68,1341629
79,80,86,74,1501864
80,82,86,75,1624005
81,83,86,75,1743886
81,83,86,75,1784680
